,nuovi_positivi,ricoverati_con_sintomi,terapia_intensiva,isolamento_domiciliare,dimessi_guariti,deceduti,tamponi,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-02-24T18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,140.0,5.0,0.0,75.0,13.0,1.0,-2.0
2020-02-25T18:00:00,2.0,2.0,0.0,0.0,0.0,0.0,296.0,4.0,2.0,30.0,11.0,1.0,-2.0
2020-02-26T18:00:00,0.0,2.0,0.0,0.0,0.0,0.0,363.0,1.0,3.0,9.0,3.0,1.0,0.0
2020-02-27T18:00:00,0.0,2.0,0.0,0.0,0.0,0.0,410.0,2.0,1.0,21.0,2.0,1.0,0.0
2020-02-28T18:00:00,6.0,5.0,0.0,2.0,1.0,0.0,437.0,0.0,0.0,9.0,0.0,1.0,0.0
2020-02-29T17:00:00,3.0,7.0,0.0,3.0,1.0,0.0,531.0,2.0,0.0,28.0,3.0,0.0,-1.0
2020-03-01T17:00:00,2.0,7.0,0.0,5.0,1.0,0.0,572.0,2.0,1.0,28.0,6.0,0.0,-1.0
2020-03-02T18:00:00,0.0,7.0,0.0,5.0,1.0,0.0,613.0,4.0,3.0,71.0,15.0,1.0,-2.0
2020-03-03T18:00:00,6.0,10.0,0.0,8.0,1.0,0.0,697.0,1.0,11.0,20.0,9.0,0.0,0.0
2020-03-04T17:00:00,19.0,15.0,2.0,20.0,1.0,0.0,776.0,-4.0,1.0,0.0,-11.0,0.0,1.0
2020-03-05T17:00:00,23.0,26.0,3.0,31.0,1.0,0.0,776.0,-14.0,-1.0,-27.0,-26.0,-13.0,7.0
2020-03-06T17:00:00,18.0,35.0,5.0,38.0,1.0,0.0,1097.0,-13.0,1.0,-9.0,-26.0,-14.0,7.0
2020-03-07T18:00:00,34.0,54.0,7.0,51.0,1.0,0.0,1331.0,-18.0,2.0,14.0,-23.0,-14.0,6.0
2020-03-08T18:00:00,53.0,91.0,7.0,67.0,1.0,0.0,1618.0,-23.0,-3.0,13.0,-21.0,-8.0,5.0
2020-03-09T18:00:00,42.0,107.0,9.0,90.0,1.0,1.0,2018.0,-28.0,-1.0,-34.0,-38.0,-19.0,10.0
2020-03-10T18:00:00,56.0,91.0,40.0,129.0,3.0,1.0,2573.0,-42.0,-4.0,-26.0,-45.0,-27.0,15.0
2020-03-11T17:00:00,56.0,87.0,54.0,173.0,5.0,1.0,2804.0,-51.0,-17.0,-31.0,-52.0,-34.0,18.0
2020-03-12T17:00:00,44.0,100.0,59.0,193.0,7.0,5.0,3165.0,-70.0,-24.0,-68.0,-64.0,-44.0,25.0
2020-03-13T17:00:00,106.0,134.0,77.0,244.0,10.0,5.0,4049.0,-74.0,-28.0,-65.0,-66.0,-50.0,28.0
2020-03-14T17:00:00,160.0,160.0,87.0,367.0,10.0,6.0,4595.0,-84.0,-45.0,-74.0,-72.0,-57.0,25.0
2020-03-15T17:00:00,151.0,175.0,107.0,481.0,10.0,8.0,5132.0,-90.0,-64.0,-82.0,-78.0,-54.0,23.0
2020-03-16T17:00:00,85.0,175.0,107.0,559.0,11.0,14.0,5910.0,-73.0,-37.0,-69.0,-69.0,-53.0,26.0
2020-03-17T17:00:00,187.0,329.0,143.0,552.0,12.0,17.0,6727.0,-76.0,-42.0,-69.0,-71.0,-57.0,28.0
2020-03-18T17:00:00,277.0,427.0,160.0,704.0,17.0,22.0,7606.0,-77.0,-44.0,-74.0,-72.0,-57.0,29.0
2020-03-19T17:00:00,152.0,501.0,178.0,743.0,22.0,38.0,8873.0,-78.0,-44.0,-75.0,-74.0,-59.0,31.0
2020-03-20T17:00:00,311.0,601.0,189.0,923.0,33.0,47.0,10405.0,-79.0,-42.0,-76.0,-74.0,-59.0,32.0
2020-03-21T17:00:00,219.0,664.0,202.0,1039.0,35.0,72.0,11909.0,-86.0,-53.0,-84.0,-78.0,-61.0,27.0
2020-03-22T17:00:00,265.0,706.0,215.0,1223.0,42.0,91.0,13264.0,-94.0,-84.0,-92.0,-85.0,-61.0,25.0
2020-03-23T17:00:00,184.0,838.0,238.0,1225.0,51.0,109.0,13851.0,-78.0,-46.0,-82.0,-77.0,-65.0,32.0
2020-03-24T17:00:00,238.0,918.0,244.0,1357.0,51.0,129.0,15701.0,-80.0,-48.0,-81.0,-77.0,-66.0,33.0
2020-03-25T17:00:00,273.0,999.0,251.0,1526.0,54.0,142.0,17868.0,-82.0,-52.0,-84.0,-79.0,-68.0,34.0
2020-03-26T17:00:00,254.0,1037.0,259.0,1677.0,95.0,158.0,20952.0,-84.0,-53.0,-86.0,-81.0,-71.0,37.0
2020-03-27T17:00:00,224.0,1053.0,274.0,1843.0,103.0,177.0,23746.0,-82.0,-48.0,-83.0,-80.0,-70.0,37.0
2020-03-28T17:00:00,367.0,1093.0,277.0,2141.0,108.0,198.0,25613.0,-87.0,-55.0,-84.0,-79.0,-65.0,28.0
2020-03-29T17:00:00,305.0,1111.0,275.0,2400.0,121.0,215.0,27579.0,-94.0,-84.0,-91.0,-85.0,-62.0,25.0
2020-03-30T17:00:00,290.0,1116.0,279.0,2655.0,131.0,231.0,30099.0,-79.0,-47.0,-79.0,-77.0,-67.0,32.0
2020-03-31T17:00:00,196.0,1120.0,293.0,2813.0,138.0,244.0,33165.0,-90.0,-44.0,-79.0,-76.0,-69.0,34.0
2020-04-01T17:00:00,259.0,1120.0,297.0,3015.0,182.0,253.0,36575.0,-90.0,-41.0,-79.0,-74.0,-68.0,34.0
2020-04-02T17:00:00,406.0,1135.0,295.0,3359.0,216.0,268.0,40724.0,-89.0,-41.0,-78.0,-74.0,-68.0,35.0
2020-04-03T17:00:00,226.0,1149.0,288.0,3472.0,300.0,290.0,44460.0,-84.0,-40.0,-78.0,-76.0,-68.0,35.0
2020-04-04T17:00:00,172.0,1129.0,286.0,3639.0,310.0,307.0,47886.0,-89.0,-49.0,-84.0,-77.0,-63.0,28.0
2020-04-05T17:00:00,176.0,1111.0,276.0,3798.0,337.0,325.0,51006.0,-95.0,-81.0,-90.0,-84.0,-61.0,25.0
2020-04-06T17:00:00,154.0,1116.0,279.0,3906.0,350.0,350.0,52849.0,-81.0,-39.0,-78.0,-74.0,-65.0,31.0
2020-04-07T17:00:00,172.0,1087.0,263.0,4077.0,377.0,369.0,56651.0,-81.0,-40.0,-76.0,-74.0,-66.0,32.0
2020-04-08T17:00:00,206.0,1066.0,260.0,4231.0,430.0,392.0,60985.0,-81.0,-39.0,-78.0,-74.0,-65.0,32.0
2020-04-09T17:00:00,173.0,1038.0,256.0,4409.0,441.0,408.0,65461.0,-80.0,-33.0,-78.0,-73.0,-66.0,33.0
2020-04-10T17:00:00,175.0,1011.0,256.0,4555.0,451.0,454.0,72001.0,-80.0,-29.0,-76.0,-73.0,-66.0,34.0
2020-04-11T17:00:00,231.0,997.0,237.0,4758.0,499.0,467.0,75756.0,-85.0,-44.0,-82.0,-75.0,-62.0,27.0
2020-04-12T17:00:00,277.0,983.0,238.0,4941.0,578.0,495.0,78640.0,-96.0,-95.0,-92.0,-87.0,-66.0,26.0
2020-04-13T17:00:00,155.0,992.0,225.0,5040.0,615.0,518.0,80889.0,-96.0,-95.0,-88.0,-89.0,-91.0,41.0
2020-04-14T17:00:00,137.0,1002.0,225.0,5125.0,637.0,538.0,82269.0,-79.0,-39.0,-76.0,-73.0,-64.0,31.0
2020-04-15T17:00:00,139.0,977.0,216.0,5224.0,693.0,556.0,86348.0,-79.0,-39.0,-77.0,-72.0,-63.0,32.0
2020-04-16T17:00:00,277.0,940.0,213.0,5460.0,745.0,585.0,91651.0,-78.0,-39.0,-76.0,-72.0,-63.0,32.0
2020-04-17T17:00:00,167.0,898.0,207.0,5478.0,925.0,602.0,96231.0,-78.0,-37.0,-75.0,-72.0,-62.0,33.0
2020-04-18T17:00:00,127.0,883.0,198.0,5389.0,1149.0,618.0,99903.0,-84.0,-50.0,-81.0,-74.0,-57.0,26.0
2020-04-19T17:00:00,135.0,852.0,192.0,5452.0,1239.0,637.0,103975.0,-93.0,-81.0,-90.0,-83.0,-56.0,24.0
2020-04-20T17:00:00,135.0,850.0,182.0,5536.0,1272.0,667.0,105857.0,-78.0,-45.0,-82.0,-76.0,-61.0,30.0
2020-04-21T17:00:00,96.0,833.0,171.0,5618.0,1295.0,686.0,109925.0,-79.0,-42.0,-79.0,-74.0,-61.0,31.0
2020-04-22T17:00:00,97.0,820.0,174.0,5173.0,1828.0,705.0,114100.0,-78.0,-41.0,-79.0,-73.0,-60.0,31.0
2020-04-23T17:00:00,80.0,791.0,168.0,5212.0,1886.0,723.0,118177.0,-77.0,-37.0,-73.0,-70.0,-59.0,31.0
2020-04-24T17:00:00,97.0,738.0,159.0,5236.0,2002.0,742.0,121336.0,-74.0,-27.0,-71.0,-69.0,-59.0,30.0
2020-04-25T17:00:00,138.0,687.0,166.0,5293.0,2109.0,760.0,125495.0,-94.0,-94.0,-83.0,-81.0,-74.0,30.0
2020-04-26T17:00:00,132.0,677.0,158.0,5234.0,2300.0,778.0,127394.0,-90.0,-61.0,-86.0,-78.0,-48.0,22.0
2020-04-27T17:00:00,32.0,671.0,154.0,5158.0,2401.0,795.0,129048.0,-70.0,-31.0,-70.0,-68.0,-55.0,27.0
2020-04-28T17:00:00,52.0,619.0,144.0,5133.0,2524.0,811.0,133617.0,-76.0,-39.0,-76.0,-71.0,-58.0,28.0
2020-04-29T17:00:00,61.0,576.0,139.0,4948.0,2802.0,827.0,137482.0,-74.0,-35.0,-74.0,-69.0,-56.0,29.0
2020-04-30T17:00:00,60.0,546.0,126.0,4912.0,2926.0,842.0,141849.0,-70.0,-25.0,-70.0,-67.0,-55.0,28.0
2020-05-01T17:00:00,93.0,520.0,124.0,4729.0,3218.0,854.0,146456.0,-91.0,-91.0,-57.0,-80.0,-87.0,41.0
2020-05-02T17:00:00,80.0,519.0,118.0,4728.0,3297.0,863.0,148223.0,-75.0,-36.0,-54.0,-63.0,-51.0,23.0
2020-05-03T17:00:00,38.0,513.0,112.0,4703.0,3363.0,872.0,150914.0,-83.0,-62.0,-57.0,-65.0,-41.0,20.0
2020-05-04T17:00:00,38.0,512.0,107.0,4660.0,3441.0,881.0,152447.0,-57.0,-25.0,-29.0,-52.0,-43.0,18.0
2020-05-05T17:00:00,30.0,484.0,111.0,4595.0,3552.0,889.0,157260.0,-60.0,-27.0,-32.0,-53.0,-44.0,20.0
2020-05-06T17:00:00,26.0,462.0,92.0,4534.0,3670.0,899.0,161553.0,-61.0,-28.0,-34.0,-53.0,-43.0,20.0
2020-05-07T17:00:00,26.0,437.0,91.0,4188.0,4052.0,915.0,166062.0,-60.0,-27.0,-26.0,-53.0,-43.0,21.0
2020-05-08T17:00:00,38.0,399.0,84.0,4109.0,4199.0,930.0,170296.0,-60.0,-27.0,-23.0,-53.0,-43.0,21.0
2020-05-09T17:00:00,24.0,364.0,79.0,4005.0,4360.0,937.0,174596.0,-65.0,-32.0,-22.0,-47.0,-40.0,16.0
2020-05-10T17:00:00,29.0,350.0,78.0,3719.0,4685.0,942.0,178208.0,-72.0,-53.0,-40.0,-53.0,-28.0,14.0
2020-05-11T17:00:00,13.0,347.0,77.0,3649.0,4764.0,950.0,179469.0,-57.0,-29.0,-49.0,-57.0,-40.0,19.0
2020-05-12T17:00:00,15.0,307.0,72.0,3462.0,5002.0,959.0,184851.0,-57.0,-27.0,-31.0,-53.0,-40.0,20.0
2020-05-13T17:00:00,27.0,284.0,72.0,3207.0,5302.0,964.0,189026.0,-58.0,-28.0,-36.0,-52.0,-39.0,19.0
2020-05-14T17:00:00,30.0,269.0,68.0,3051.0,5498.0,973.0,193182.0,-57.0,-26.0,-26.0,-51.0,-39.0,18.0
2020-05-15T17:00:00,24.0,238.0,67.0,2863.0,5739.0,976.0,197365.0,-59.0,-24.0,-33.0,-54.0,-40.0,20.0
2020-05-16T17:00:00,30.0,234.0,66.0,2643.0,5991.0,979.0,200703.0,-63.0,-29.0,-30.0,-49.0,-35.0,16.0
2020-05-17T17:00:00,35.0,214.0,67.0,2521.0,6162.0,984.0,204022.0,-67.0,-49.0,-22.0,-49.0,-20.0,12.0
2020-05-18T17:00:00,13.0,197.0,66.0,2310.0,6399.0,989.0,205201.0,-41.0,-20.0,-30.0,-48.0,-34.0,15.0
2020-05-19T17:00:00,7.0,190.0,56.0,2077.0,6653.0,992.0,209161.0,-43.0,-21.0,-26.0,-48.0,-35.0,16.0
2020-05-20T17:00:00,14.0,178.0,45.0,1894.0,6867.0,998.0,214299.0,-40.0,-19.0,-18.0,-45.0,-34.0,16.0
2020-05-21T17:00:00,18.0,169.0,41.0,1667.0,7119.0,1004.0,218615.0,-38.0,-18.0,7.0,-41.0,-34.0,14.0
2020-05-22T17:00:00,35.0,162.0,42.0,1582.0,7240.0,1009.0,222505.0,-39.0,-17.0,18.0,-41.0,-34.0,14.0
2020-05-23T17:00:00,12.0,157.0,40.0,1569.0,7270.0,1011.0,226046.0,-40.0,-20.0,39.0,-29.0,-25.0,7.0
2020-05-24T17:00:00,15.0,148.0,38.0,1514.0,7349.0,1013.0,229135.0,-45.0,-34.0,5.0,-35.0,-11.0,5.0
2020-05-25T17:00:00,5.0,152.0,37.0,1447.0,7416.0,1015.0,230273.0,-32.0,-17.0,6.0,-41.0,-32.0,12.0
2020-05-26T17:00:00,3.0,145.0,34.0,1343.0,7527.0,1021.0,234796.0,-33.0,-17.0,21.0,-38.0,-31.0,12.0
2020-05-27T17:00:00,12.0,132.0,31.0,1297.0,7595.0,1027.0,238667.0,-34.0,-15.0,9.0,-38.0,-31.0,12.0
2020-05-28T17:00:00,4.0,126.0,27.0,1227.0,7677.0,1029.0,242687.0,-34.0,-14.0,10.0,-39.0,-31.0,12.0
2020-05-29T17:00:00,2.0,111.0,31.0,1113.0,7802.0,1031.0,246052.0,-36.0,-13.0,-4.0,-42.0,-32.0,14.0
2020-05-30T17:00:00,12.0,106.0,27.0,1033.0,7897.0,1037.0,249441.0,-36.0,-16.0,47.0,-25.0,-19.0,6.0
2020-05-31T17:00:00,4.0,97.0,28.0,986.0,7952.0,1041.0,252090.0,-39.0,-27.0,21.0,-30.0,-1.0,4.0
2020-06-01T17:00:00,3.0,85.0,25.0,972.0,7977.0,1048.0,253845.0,-16.0,2.0,69.0,-32.0,-43.0,10.0
2020-06-02T17:00:00,10.0,85.0,25.0,901.0,8053.0,1053.0,257178.0,-38.0,-50.0,139.0,-37.0,-74.0,15.0
2020-06-03T17:00:00,4.0,76.0,25.0,872.0,8093.0,1055.0,259167.0,-29.0,-10.0,9.0,-31.0,-28.0,9.0
2020-06-04T17:00:00,1.0,65.0,24.0,794.0,8180.0,1059.0,262762.0,-36.0,-14.0,-33.0,-40.0,-31.0,13.0
2020-06-05T17:00:00,7.0,55.0,23.0,779.0,8209.0,1063.0,266508.0,-27.0,-12.0,21.0,-33.0,-29.0,10.0
2020-06-06T17:00:00,5.0,49.0,22.0,714.0,8281.0,1068.0,269298.0,-26.0,-16.0,67.0,-18.0,-18.0,3.0
2020-06-07T17:00:00,1.0,52.0,20.0,678.0,8315.0,1070.0,272106.0,-33.0,-24.0,5.0,-28.0,1.0,3.0
2020-06-08T17:00:00,9.0,50.0,20.0,651.0,8349.0,1074.0,273706.0,-23.0,-14.0,9.0,-35.0,-28.0,10.0
2020-06-09T17:00:00,1.0,46.0,17.0,565.0,8440.0,1077.0,277092.0,-24.0,-15.0,23.0,-32.0,-28.0,9.0
2020-06-10T17:00:00,3.0,40.0,15.0,484.0,8531.0,1078.0,280491.0,-27.0,-17.0,-12.0,-37.0,-29.0,11.0
2020-06-11T17:00:00,10.0,42.0,15.0,464.0,8558.0,1079.0,283638.0,-21.0,-10.0,14.0,-32.0,-28.0,9.0
2020-06-12T17:00:00,7.0,36.0,14.0,460.0,8575.0,1080.0,286693.0,-20.0,-12.0,61.0,-27.0,-28.0,7.0
2020-06-13T17:00:00,7.0,33.0,16.0,453.0,8588.0,1082.0,289524.0,-27.0,-15.0,39.0,-23.0,-15.0,4.0
2020-06-14T17:00:00,8.0,34.0,16.0,449.0,8596.0,1085.0,292101.0,-26.0,-20.0,21.0,-26.0,5.0,2.0
2020-06-15T17:00:00,8.0,31.0,16.0,442.0,8611.0,1088.0,293683.0,-17.0,-12.0,36.0,-29.0,-26.0,6.0
2020-06-16T17:00:00,3.0,34.0,14.0,415.0,8637.0,1091.0,296812.0,-17.0,-12.0,52.0,-28.0,-26.0,7.0
2020-06-17T17:00:00,2.0,33.0,14.0,397.0,8657.0,1092.0,300612.0,-18.0,-11.0,34.0,-28.0,-27.0,8.0
2020-06-18T17:00:00,2.0,23.0,13.0,402.0,8664.0,1093.0,303786.0,-16.0,-11.0,52.0,-25.0,-26.0,6.0
2020-06-19T17:00:00,10.0,18.0,12.0,393.0,8687.0,1095.0,306489.0,-15.0,-9.0,81.0,-21.0,-26.0,5.0
2020-06-20T17:00:00,2.0,19.0,12.0,383.0,8698.0,1095.0,309250.0,-19.0,-14.0,117.0,-7.0,-12.0,-1.0
2020-06-21T17:00:00,3.0,19.0,9.0,337.0,8750.0,1095.0,311877.0,-22.0,-19.0,55.0,-11.0,9.0,-4.0
2020-06-22T17:00:00,1.0,18.0,9.0,333.0,8752.0,1099.0,313455.0,-12.0,-8.0,71.0,-24.0,-26.0,5.0
2020-06-23T17:00:00,6.0,20.0,6.0,311.0,8780.0,1100.0,316933.0,-12.0,-8.0,90.0,-21.0,-26.0,4.0
2020-06-24T17:00:00,5.0,26.0,5.0,299.0,8791.0,1101.0,320799.0,-13.0,-10.0,81.0,-23.0,-30.0,5.0
2020-06-25T17:00:00,2.0,24.0,6.0,294.0,8799.0,1101.0,323864.0,-13.0,-7.0,76.0,-21.0,-25.0,4.0
2020-06-26T17:00:00,2.0,21.0,6.0,287.0,8809.0,1103.0,326645.0,-13.0,-7.0,105.0,-17.0,-26.0,4.0
2020-06-27T17:00:00,12.0,14.0,6.0,298.0,8817.0,1103.0,329865.0,-18.0,-12.0,134.0,-3.0,-14.0,-3.0
2020-06-28T17:00:00,5.0,16.0,6.0,301.0,8817.0,1103.0,332758.0,-21.0,-17.0,65.0,-6.0,12.0,-6.0
2020-06-29T17:00:00,5.0,14.0,6.0,307.0,8817.0,1104.0,334198.0,-7.0,-4.0,90.0,-20.0,-24.0,3.0
2020-06-30T17:00:00,2.0,17.0,6.0,306.0,8817.0,1104.0,337110.0,-9.0,-8.0,90.0,-21.0,-23.0,3.0
2020-07-01T17:00:00,4.0,13.0,5.0,305.0,8825.0,1106.0,341165.0,-10.0,-6.0,73.0,-20.0,-24.0,3.0
2020-07-02T17:00:00,4.0,11.0,3.0,310.0,8825.0,1109.0,344383.0,-10.0,-7.0,79.0,-21.0,-24.0,4.0
2020-07-03T17:00:00,9.0,13.0,3.0,307.0,8832.0,1112.0,347127.0,-11.0,-6.0,95.0,-18.0,-25.0,3.0
2020-07-04T17:00:00,9.0,11.0,2.0,311.0,8838.0,1114.0,349745.0,-15.0,-12.0,129.0,-5.0,-13.0,-2.0
2020-07-05T17:00:00,9.0,12.0,2.0,316.0,8841.0,1114.0,352549.0,-19.0,-15.0,68.0,-9.0,11.0,-6.0
2020-07-06T17:00:00,2.0,12.0,2.0,318.0,8841.0,1114.0,353862.0,-6.0,-4.0,99.0,-20.0,-25.0,2.0
2020-07-07T17:00:00,19.0,12.0,1.0,326.0,8851.0,1116.0,356547.0,-6.0,-5.0,111.0,-19.0,-25.0,3.0
2020-07-08T17:00:00,7.0,12.0,2.0,327.0,8854.0,1118.0,360262.0,-9.0,-7.0,94.0,-20.0,-23.0,2.0
2020-07-09T17:00:00,1.0,11.0,2.0,324.0,8857.0,1120.0,363333.0,-9.0,-7.0,98.0,-19.0,-24.0,2.0
2020-07-10T17:00:00,2.0,9.0,2.0,319.0,8865.0,1121.0,366018.0,-10.0,-6.0,123.0,-16.0,-25.0,2.0
2020-07-11T17:00:00,5.0,7.0,3.0,320.0,8869.0,1122.0,368488.0,-16.0,-13.0,145.0,-3.0,-12.0,-4.0
2020-07-12T17:00:00,1.0,8.0,3.0,320.0,8869.0,1122.0,371272.0,-17.0,-13.0,74.0,-5.0,14.0,-6.0
